Label,text
0,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
0,U still going to the mall?
0,"I don't think I can get away for a trek that long with family in town, sorry"
0,Please tell me you have some of that special stock you were talking about
0,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
0,"Haha... Sounds crazy, dunno can tahan anot..."
0,Mm i am on the way to railway
0,What was she looking for?
0,Ok enjoy . R u there in home.
0,DO NOT B LATE LOVE MUM
0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
0,Ok no prob. Take ur time.
0,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
0,Dude how do you like the buff wind.
0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
0,Hi Harish's rent has been transfred to ur Acnt.
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
0,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
0,We are both fine. Thanks
0,Ü dun need to pick ur gf?
0,I'm still looking for a car to buy. And have not gone 4the driving test yet.
0,I know you are serving. I mean what are you doing now.
0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
0,I'm working technical support :)voice process.networking field.
0,You need to get up. Now.
0,I'm meeting Darren...
0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
0,They did't play one day last year know even though they have very good team.. Like india.
0,Shall i start from hear.
0,I dun believe u. I thk u told him.
0,"Sorry, I can't help you on this."
0,Was the farm open?
0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
0,"Sorry,  in meeting I'll call you later"
0,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
0,I want to lick your pussy now...
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
0,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
0,Dear where you will be when i reach there
0,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
0,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
0,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
0,"Oh... Icic... K lor, den meet other day..."
0,Jus finished avatar nigro
0,If you r @ home then come down within 5 min
0,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
0,He telling not to tell any one. If so treat for me hi hi hi
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
0,And how's your husband.
0,Why tired what special there you had
0,No screaming means shouting..
0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
0,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
0,Don know:)this week i'm going to tirunelvai da.
0,Tomarrow final hearing on my laptop case so i cant.
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
0,What time is ur flight tmr?
0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
0,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
0,Nothing spl..wat abt u and whr ru?
0,I don know account details..i will ask my mom and send you.my mom is out of reach now.
0,You unbelievable faglord
0,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
0,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
0,Why de. You looking good only:-)..
0,Just sleeping..and surfing
0,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
0,Sending you greetings of joy and happiness. Do have a gr8 evening
0,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
0,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
0,So dont use hook up any how
0,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
0,Ü thk of wat to eat tonight.
0,Where can download clear movies. Dvd copies.
0,You know what hook up means right?
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
0,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week
0,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
0,Just sleeping..and surfing
0,Still chance there. If you search hard you will get it..let have a try :)
0,Your brother is a genius
0,Ü go home liao? Ask dad to pick me up at 6...
0,Dear i am not denying your words please
0,But am going to college pa. What to do. are else ill come there it self. Pa.
0,Pls come quick cant bare this.
0,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
0,Pls go there today  &lt;#&gt; . I dont want any excuses
0,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
0,U should have made an appointment
0,Your right! I'll make the appointment right now.
0,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
0,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
0,Dunno dat's wat he told me. Ok lor...
0,Ü called dad oredi...
0,I am in tirupur.  call you da.
0,Beerage?
0,Me n him so funny...
0,"Its ok., i just askd did u knw tht no?"
0,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
0,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
0,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
0,Whens your radio show?
0,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
0,I AM AT THE GAS STATION. GO THERE.
0,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
0,We can go 4 e normal pilates after our intro...  
0,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
0,Ya just telling abt tht incident..
0,Ok... Sweet dreams...
0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
0,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
0,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
0,K then 2marrow are you coming to class.
0,S....s...india going to draw the series after many years in south african soil..
0,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
0,Dear where you. Call me
0,No one interested. May be some business plan.
0,I'm leaving my house now...
0,Do you want bold 2 or bb torch
0,What your plan for pongal?
0,"Sorry, I'll call later"
0,U're welcome... Caught u using broken english again...
0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
0,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
0,Ok...
0,I got your back! Do you have any dislikes in bed?
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
0,Sleeping nt feeling well
0,You can jot down things you want to remember later.
0,I cant pick the phone right now. Pls send a message
0,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
0,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
0,Oh ho. Is this the first time u use these type of words
0,You didnt complete your gist oh.
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
0,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
0,Shb b ok lor... Thanx...
0,WHO ARE YOU SEEING?
0,K:)eng rocking in ashes:)
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
0,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
0,Not getting anywhere with this damn job hunting over here!
0,Probably gonna swing by in a wee bit
0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
0,Did u download the fring app?
0,Did u receive my msg?
0,"Better than bb. If he wont use it, his wife will or them doctor"
0,Quite late lar... Ard 12 anyway i wun b drivin...
0,Hi its in durban are you still on this number
0,I sent them. Do you like?
0,Ok lor but not too early. Me still having project meeting now.
0,"It‘s £6 to get in, is that ok?"
0,Same to u...
0,Yup ok thanx...
0,"Easy mate, * guess the quick drink was bit ambitious."
0,"Sir, i am waiting for your call."
0,Lol boo I was hoping for a laugh
0,Where r we meeting?
0,"Tee hee. Off to lecture, cheery bye bye."
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
0,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
0,How much r ü willing to pay?
0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
0,I wont do anything de.
0,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
0,I want to see your pretty pussy...
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
0,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
0,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
0,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
0,Dear are you angry i was busy dear
0,"Excellent, I'll see what riley's plans are"
0,K.k:)apo k.good movie.
0,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
0,"Kate jackson rec center before 7ish, right?"
0,This is all just creepy and crazy to me.
0,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
0,You said not now. No problem. When you can. Let me know.
0,Many times we lose our best ones bcoz we are 
0,Aiyah u did ok already lar. E nydc at wheellock?
0,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
0,When did you get to the library
0,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
0,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
0,Old Orchard near univ. How about you?
0,Ok then no need to tell me anything i am going to sleep good night
0,I'm in chennai velachery:)
0,I'll talk to the others and probably just come early tomorrow then
0,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
0,No no. I will check all rooms befor activities
0,Ofcourse I also upload some songs
0,Then we wait 4 u lor... No need 2 feel bad lar...
0,What happened in interview?
0,Meet after lunch la...
0,Lol or I could just starve and lose a pound by the end of the day.
0,I.ll post her out l8r. In class
0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
0,Jordan got voted out last nite!
0,Excellent! Wish we were together right now!
0,Man this bus is so so so slow. I think you're gonna get there before me
0,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
0,I didn't get the second half of that message
0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
0,"Cool, I'll text you in a few"
0,Yo sorry was in the shower sup
0,Want to finally have lunch today?
0,Well. Im computerless. Time to make some oreo truffles
0,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
0,And whenever you and i see we can still hook up too.
0,"&lt;#&gt; , that's all? Guess that's easy enough"
0,What does the dance river do?
0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
0,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
0,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
0,Good. Good job. I like entrepreneurs
0,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
0,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
0,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
0,Our Prashanthettan's mother passed away last night. pray for her and family.
0,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
0,LOL what happens in Vegas stays in vegas
0,I'll probably be around mu a lot
0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
0,Ha ha - had popped down to the loo when you hello-ed me. Hello!
0,I just saw ron burgundy captaining a party boat so yeah
0,"By the way, 'rencontre' is to meet again. Mountains dont...."
0,I finished my lunch already. U wake up already?
0,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
0,I'm in office now . I will call you  &lt;#&gt;  min:)
0,K...k:)why cant you come here and search job:)
0,"Not much, just some textin'. How bout you?"
0,"Alright, we're all set here, text the man"
0,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
0,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
0,Hey i'm bored... So i'm thinking of u... So wat r u doing?
0,I had askd u a question some hours before. Its answer
0,Oh yeah I forgot. U can only take 2 out shopping at once.
0,Ding me on ya break fassyole! Blacko from londn
0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
0,I'm good. Have you registered to vote?
0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
0,Ok..
0,Thanks honey. Have a great day.
0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
0,"Aight, I'll ask a few of my roommates"
0,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
0,"I'm in a meeting, call me later at"
0,Have you been practising your curtsey?
0,Thats cool. i am a gentleman and will treat you with dignity and respect.
0,See you there! 
0,How much u trying to get?
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
0,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
0,Eatin my lunch...
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
0,I will lick up every drop :) are you ready to use your mouth as well?
0,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
0,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
0,Its ok..come to my home it vl nice to meet and v can chat..
0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
0,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
0,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
0,Hi da:)how is the todays class?
0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
0,Be sure to check your yahoo email. We sent photos yesterday
0,I cant pick the phone right now. Pls send a message
0,K..k.:)congratulation ..
0,"Sir, waiting for your letter."
0,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
0,Yeah confirmed for you staying at  that weekend
0,No he didn't. Spring is coming early yay!
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
0,Hmm ill have to think about it... ok you're forgiven! =D
0,Send me your resume:-)
0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
0,Oh god i am happy to see your message after 3 days
0,I only haf msn. It's yijue@hotmail.com
0,Nokia phone is lovly..
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
0,May i call You later Pls
0,Give me a sec to think think about it
0,aathi..where are you dear..
0,Pathaya enketa maraikara pa'
0,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
0,Did you show him and wot did he say or could u not c him 4 dust?
0,Every monday..nxt week vl be completing..
0,"There're some people by mu, I'm at the table by lambda"
0,Also where's the piece
0,For fear of fainting with the of all that housework you just did? Quick have a cuppa
0,Don know..he is watching film in computer..
0,Yup but it's not giving me problems now so mayb i'll jus leave it...
0,I'm at work. Please call
0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
0,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
0,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
0,Oh Howda gud gud.. Mathe en samachara chikku:-)
0,I wonder if you'll get this text?
0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
0,"Whatever, juliana. Do whatever you want."
0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
0,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
0,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
0,Ugh. Gotta drive back to sd from la. My butt is sore.
0,U coming 2 pick me?
0,Where r e meeting tmr?
0,"K, wat s tht incident?"
0,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
0,Hey company elama po mudyadhu.
0,No. I dont want to hear anything
0,When u wana see it then
0,You flippin your shit yet?
0,"Jay told me already, will do"
0,Any way where are you and what doing.
0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
0,Wa... U so efficient... Gee... Thanx...
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
0,Even my brother is not like to speak with me. They treat me like aids patent.
0,That's y u haf 2 keep me busy...
0,Oh is it! Which brand?
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
0,Super msg da:)nalla timing.
0,Also track down any lighters you can find
0,Midnight at the earliest
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
0,If I die I want u to have all my stuffs.
0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
0,Saw Guys and Dolls last night with Patrick Swayze it was great
0,I am going to sleep. I am tired of travel.
0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
0,Ugh fuck it I'm resubbing to eve
0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
0,"What i mean was i left too early to check, cos i'm working a 9-6."
0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
0,Ok. No wahala. Just remember that a friend in need ...
0,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
0,How are you with moneY...as in to you...money aint a thing....how are you sha!
0,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
0,Y de asking like this.
